k,home_adv,player_boost,rest_factor,form_weight,travel_factor,sos_factor,playoff_hca_factor,pace_factor,division_factor,mean_reversion,b2b_penalty,road_trip_factor,homestand_factor,win_streak_factor,altitude_factor,season_phase_factor,scoring_consistency_factor,rest_advantage_cap,score
5.62279481312961,14.140036937159199,22.36953632693612,8.893714347358912,1.69539382635487,26.02539037262441,0.6433709129487425,0.7066281573349646,15.118598299782887,4.020261773008301,1.8125396124030313,27.354664599197555,3.3680931107236973,1.2279952799685898,4.374176763315969,4.949946304654323,3.2233859295865774,3.345859566122713,2.3991840098349444,-13.184476226256052
11.565470157970548,37.74877158876073,28.240429607004955,18.082289237960016,5.467563005625401,27.50139331642452,4.552005254007703,0.26241924796527527,12.52265929929413,6.5926045612009805,0.8562207933947883,1.741416326176871,1.6697940651432386,2.1027777179504463,1.9097172430148703,1.2631537924892329,0.8955875000689945,1.9000338456188872,2.5275316371038805,-12.886964723284027
16.71914941304432,27.214292328068915,21.2247758402075,11.017472771568627,7.036402715386606,31.628000157745117,1.1293195783490626,0.5775310447651294,6.789555591942855,0.6581907428577888,1.3947425680068855,19.696625616644138,3.070610539880421,1.3408083600763288,0.8634654381638773,5.468152739290586,1.0888630736814418,0.9441281742742678,2.134238081012625,-13.236729037480256
3.542263002911322,18.772619859742463,16.13443822364446,22.336336860098996,0.30526188730199966,20.70738725648171,8.653710449168257,0.3364141554516864,19.065670373096427,6.998976896523094,4.661273356185122,20.064894282711393,4.026771588825395,0.8270173900552348,1.550707484001095,3.0907217295304594,2.025797647025996,2.9816300989342555,0.9154329300735349,-13.370088997653658
14.651756657771525,38.407688476027786,30.518032953290536,24.80572732894378,9.711516288627681,29.020501826926353,4.717230466188483,0.5344535444742954,29.924800276066282,9.016541113142946,2.7188020482515696,2.067752281742006,2.9775253162622137,3.269193502554799,4.086069510842244,0.08283228689881135,2.8032795288813652,0.2105170406722444,2.8348780425263542,-12.861189836470398
9.205920175380523,23.88759101533371,34.36046551440977,15.398838901229123,6.116559455759524,12.898045580960058,3.0764745309375394,0.4304421175236235,26.395839889632207,3.3539874159562584,2.3192557692255553,4.945920354118888,4.4655141355242325,0.19432534339512073,3.463369744145717,2.263470342005467,4.059170922826182,3.8827212588703106,1.4342277594873003,-12.871131844500297
19.17274837426798,24.52524921662414,32.73978923604806,5.939354938391245,1.0564211780802333,22.986813615977137,3.7329541604129317,0.775181815509953,7.315891957780669,1.8305032091320086,3.6595773742592814,6.050944449887836,1.1851558581806678,2.9938987212719703,3.2256476290165654,7.77661942423312,1.873347107122961,1.5057336804820487,0.28292533110242335,-13.401328485796874
18.200709872690155,30.704892334425068,18.004219811990673,20.173338861060245,7.425506354395168,16.49263920452369,5.6711175349400635,0.6293239134211117,34.718008071770214,9.7809927270842,2.341226584792759,12.633420803412967,2.4170675244247404,1.6980807213997695,1.1706453928345464,6.616722918293518,0.39473639986742054,2.670265267733781,1.8701677485249613,-13.243664085277775
15.632155764857734,21.381936922397525,24.015813004903634,9.621476403263046,4.013469546151022,33.5219693918238,9.898418984103571,0.21726729547583326,17.247359671993678,2.2298525052016314,3.2149052244448963,17.42975390414087,0.6813981940575873,4.415795306574632,0.2028998999378926,7.055055821814931,4.696184903450187,1.268036354580711,0.6012183228873053,-13.254979879039695
8.374666649928265,13.602124799782967,19.175164120145578,13.920513093306075,2.627372475196138,13.90026779200828,7.933281392983832,0.4937313771942478,13.585807061800914,7.693808606783192,3.867090199460632,22.799097790358953,2.290900190730976,4.76820861066726,0.6128556835447305,6.190112286726048,3.350763270480208,3.550488192787303,0.14139471402578113,-13.249107364126266
10.293893220750812,10.006005850520864,25.55596969339588,12.88181514493154,8.494293939711623,6.397310018247199,9.123474687540764,0.4735743463862641,9.359962409835418,1.041958877839558,0.002113524773672511,11.200488909416634,3.9404048425130074,4.2014440832873685,2.0563685747351625,1.634755998855878,2.5053163994814955,0.7508963261908672,1.2325104111991891,-13.040468780196509
6.682615362130485,35.929138158770556,28.913168225990944,18.871915249685813,9.084593763996772,7.338381310298206,1.409989933368419,0.7203705739789998,27.81612422267617,2.727515961909932,4.814462485399257,15.86181922969795,1.6418585184281274,2.422179444676491,2.868355288697174,4.6186037862714215,1.5429210986381179,1.7414579751140173,2.7964619643911797,-13.02267557656752
13.586710193938892,29.357878479676046,17.36739600571253,21.989634012380705,3.3795789190463745,17.266484608851293,6.723659118898063,0.3751583447082268,22.569874732831707,5.388486695716507,4.104322262167003,24.674061150579345,4.894461656011872,3.779245343425268,2.3806075079249274,4.262112651833513,3.8235552719544152,2.4607696796920755,1.1804948223291947,-13.08861807932038
4.530731245011854,32.831977964237566,31.98049433822758,6.360296279663471,3.210436735699173,24.602892225437795,2.162595160238239,0.28198499717956227,31.196273096412146,8.295022954329262,0.3506380288211594,29.238946447203098,0.5353884306317629,0.3405205211705565,4.9936975237698356,3.2074306958716616,0.07989053739511631,0.3333378649203612,1.6330265248273945,-12.962105498808118
12.857704642039039,16.983512930456115,26.329298505875293,16.637481497065878,4.863426782425569,10.803672436094022,6.648216028297492,0.64402742865891,24.456480518361072,5.211565712493838,1.205225486761357,9.09410088280795,0.2853905883899013,3.380275397272846,3.701483227932762,0.7324761479674265,4.61680448093937,2.280683474104937,0.571079653183818,-12.944552693259602
7.427575100569218,36.810329590673945,29.023488831649278,24.791899941085465,8.521775771826757,10.141399723455985,4.415350661438529,0.4428955241602296,22.02328200742404,3.2371016744096526,0.2587571085611545,18.161093907126535,2.546923996596049,2.816621978485067,2.7598679094906697,3.4004769756259297,4.827730607240607,0.3400322278017964,1.883041077371506,-12.961473858429137
17.33759651043685,24.088069988403838,33.878468267060185,20.937830792031306,8.83343413571991,34.08690129533197,7.456341969861243,0.5250158761518218,25.38389931439408,7.599888113224602,0.38330083614495636,3.314505079804605,2.520560012216638,1.3661925069416148,4.475134040691303,1.155287989098058,4.671110698363904,2.348834056159148,2.1301113181715197,-12.959895998389674
4.053684816499532,31.696342620010356,31.496879693686296,24.491935153768573,7.908257009169022,19.503661190282045,4.3116798324773145,0.2296576392086081,15.023535923551625,2.128200816980393,0.29713037384145935,0.9898264735118523,1.1549992670371374,3.056410177624569,1.6087755099236767,0.10456579922128029,0.9407185930093581,2.5536834305303002,2.83539217383896,-12.95746349825567
4.943116433922263,39.59986607623411,34.57000114346225,22.49369974733922,8.329244109792022,20.50405378489539,5.605095858010767,0.4235420649365293,24.144666434655825,8.555960590530399,0.5266480406762125,5.964655135468321,2.411573925313598,4.817981168366445,3.8199224137745356,3.2049784012689866,4.177058766140601,3.590149756279395,1.4486843538157332,-12.96238662940786
3.5395514592254553,31.23494660795551,31.271786178408426,8.005515522419188,1.3683577150216686,13.328793526512115,4.2938033772784365,0.2797872848629571,33.98113855911418,8.789994642577556,1.8688500907607057,5.8130726275186015,3.9112457967809364,2.9137770706904513,4.050787796790899,0.601058989622894,2.631203627898171,1.293492870863672,1.7059739503969764,-12.970878412513539
7.723719466304447,38.6839571844195,30.830903085875867,18.818901907570297,8.984843192231098,26.226236892076802,1.0141203771829455,0.2192781582243694,5.889251825369232,8.72711328053596,0.6459687548429133,21.449319801966922,4.645672849178151,2.4119333976624717,3.309131871665783,0.28033490869434985,0.6395343914803564,3.266117034575716,2.731460347455276,-12.876214043779289
8.7478859651996,38.868135735043595,31.136661913229243,24.80180741146855,6.293864305647525,21.603939710095716,1.4268044073290809,0.3408125644390607,22.452060946342144,8.367395510097774,2.9202291896391994,1.4569291068043588,2.9748739127822796,2.607748139898205,0.7036502560654972,0.3418076752023467,4.7530947654171065,2.155935881288236,0.6347840357474774,-12.815414443735746
18.407218167084356,22.60344172476807,33.318382571508465,24.912673686367754,6.99715251123912,20.13334559969912,3.2409197541036248,0.2445686217017073,22.9450034336816,2.78907531006734,0.6196129193499988,2.3645274547030937,3.855207666662625,0.5900855910500302,4.195013267348456,0.6055257670991923,2.9085608305330513,2.2234292858820233,0.2723376854333879,-13.024266397944874
16.553694583919558,34.31455566158756,26.283368360295043,9.256794358243566,4.429367143485653,17.9869982647099,3.6519165494503847,0.3604130961101309,34.21735677876971,7.39996205954594,0.6144310102055595,0.9621268441046371,0.36023443799419297,3.895732877997893,4.262469393492173,0.4801097007323545,4.196953642096269,3.2689933321649662,2.1181057037250857,-12.93696687640768
11.840701884301499,39.56458613519576,22.610547080987324,18.288122874847787,3.2873592896219375,17.01255526093088,3.4705268735640935,0.3801807209573572,5.698374526395533,9.746317754742927,1.1869609414434552,1.288035149966662,0.47501427810934693,2.662210774966887,4.18643601019383,1.6267371208064656,3.3638649994689924,0.46245071981898667,2.525847954612062,-12.974929747137988
4.681399987302019,37.714277239656624,27.72230576401321,22.343102636277273,7.198012713480868,23.82587344524866,1.1981351669662843,0.6973805666326844,18.640713907481498,3.7220536868080045,3.424628435764152,17.82093498267926,3.3953570354352665,4.579014971240537,0.16764222323635725,0.1165203147374525,4.832715709440704,0.4685761960108672,2.7475629341493693,-12.956576849268298
7.853435037477412,30.593625247472268,34.72986074574866,19.884301105315068,3.256401698021861,8.033635556388843,1.6721899820608743,0.2440931483725906,30.944531785612142,7.0437212907447595,4.530780174243083,1.1049369389427688,4.258832475060456,2.188888770280485,1.8146262762632044,1.8913892199306028,4.960990878942637,1.2702167957115145,1.9143088710019676,-12.842294317383235
11.650357078968783,27.829507827345008,31.436942572747768,18.16184083114387,7.075567333302544,18.119772471927597,5.3518331547967435,0.3983192668486582,26.63484224977637,8.383121977638075,4.967525284624413,11.583186692095783,3.152112495485909,0.04032703446699759,0.9470786894406413,0.24060159498351297,4.2226053806754695,3.2089659298614497,1.7559619491453997,-12.827311959188133
3.0996358877622683,37.57772088905717,32.833472816776606,15.583440749869247,7.551396571188603,6.136188313924605,3.247840652502192,0.24291319227579286,31.037890091750324,3.0031425498583566,3.037041038394036,19.434861364124206,4.341536200345103,2.7819393254618308,1.1752157393909042,1.5843417770915291,4.933887610873112,1.1965720811426848,1.5784183060856103,-13.031379993522755
