k,home_adv,player_boost,rest_factor,travel_factor,pace_factor,playoff_hca_factor,sos_factor,form_weight,accuracy,log_loss,brier,score
8,15,0,5,0,35,1.0,25,0,67.93478260869566,0.6128166902600816,0.21223686108543713,-6.598529704628572
8,15,0,5,0,35,1.0,25,5,67.93478260869566,0.6125719441357342,0.21213321416610306,-6.59242585886043
8,15,0,5,15,0,0.4,0,0,67.02898550724638,0.6144631269158148,0.2127512921522346,-6.722858150691265
8,15,0,5,15,0,0.4,0,5,67.21014492753623,0.614170311309794,0.21263214672677752,-6.697633866795829
8,15,0,5,15,0,0.4,10,0,66.84782608695652,0.6145743249394482,0.21283390968567212,-6.745168378246818
8,15,0,5,15,0,0.4,10,5,66.66666666666666,0.6142752789927919,0.21271186333363284,-6.756010098620983
8,15,0,5,15,0,0.4,25,0,66.48550724637681,0.6148942369900238,0.2130309794187446,-6.791842348032292
8,15,0,5,15,0,0.4,25,5,66.84782608695652,0.614585568670167,0.21290427276340204,-6.748072851201766
8,15,0,5,15,0,0.7,0,0,67.02898550724638,0.6144631269158148,0.2127512921522346,-6.722858150691265
8,15,0,5,15,0,0.7,0,5,67.21014492753623,0.614170311309794,0.21263214672677752,-6.697633866795829
8,15,0,5,15,0,0.7,10,0,66.84782608695652,0.6145743249394482,0.21283390968567212,-6.745168378246818
8,15,0,5,15,0,0.7,10,5,66.66666666666666,0.6142752789927919,0.21271186333363284,-6.756010098620983
8,15,0,5,15,0,0.7,25,0,66.48550724637681,0.6148942369900238,0.2130309794187446,-6.791842348032292
8,15,0,5,15,0,0.7,25,5,66.84782608695652,0.614585568670167,0.21290427276340204,-6.748072851201766
8,15,0,5,15,0,1.0,0,0,67.02898550724638,0.6144631269158148,0.2127512921522346,-6.722858150691265
8,15,0,5,15,0,1.0,0,5,67.21014492753623,0.614170311309794,0.21263214672677752,-6.697633866795829
8,15,0,5,15,0,1.0,10,0,66.84782608695652,0.6145743249394482,0.21283390968567212,-6.745168378246818
8,15,0,5,15,0,1.0,10,5,66.66666666666666,0.6142752789927919,0.21271186333363284,-6.756010098620983
8,15,0,5,15,0,1.0,25,0,66.48550724637681,0.6148942369900238,0.2130309794187446,-6.791842348032292
8,15,0,5,15,0,1.0,25,5,66.84782608695652,0.614585568670167,0.21290427276340204,-6.748072851201766
8,15,0,5,15,15,0.4,0,0,67.48188405797102,0.6113408012026513,0.21139240156474548,-6.598234066413928
8,15,0,5,15,15,0.4,0,5,67.57246376811594,0.6110766555836461,0.21128551870296045,-6.582787615975992
8,15,0,5,15,15,0.4,10,0,66.93840579710145,0.6114530192088472,0.21147596496225007,-6.656822172450636
8,15,0,5,15,15,0.4,10,5,67.11956521739131,0.6111826487654068,0.21136619424669198,-6.632152438251802
8,15,0,5,15,15,0.4,25,0,67.11956521739131,0.6117730021579312,0.2116728574968809,-6.649141795399552
8,15,0,5,15,15,0.4,25,5,66.93840579710145,0.6114930184435101,0.21155845343730362,-6.66044170533008
8,15,0,5,15,15,0.7,0,0,67.48188405797102,0.6113408012026513,0.21139240156474548,-6.598234066413928
8,15,0,5,15,15,0.7,0,5,67.57246376811594,0.6110766555836461,0.21128551870296045,-6.582787615975992
8,15,0,5,15,15,0.7,10,0,66.93840579710145,0.6114530192088472,0.21147596496225007,-6.656822172450636
8,15,0,5,15,15,0.7,10,5,67.11956521739131,0.6111826487654068,0.21136619424669198,-6.632152438251802
8,15,0,5,15,15,0.7,25,0,67.11956521739131,0.6117730021579312,0.2116728574968809,-6.649141795399552
8,15,0,5,15,15,0.7,25,5,66.93840579710145,0.6114930184435101,0.21155845343730362,-6.66044170533008
