k,home_adv,player_boost,rest_factor,form_weight,travel_factor,sos_factor,playoff_hca_factor,pace_factor,division_factor,mean_reversion,b2b_penalty,road_trip_factor,homestand_factor,win_streak_factor,altitude_factor,season_phase_factor,scoring_consistency_factor,rest_advantage_cap,score,accuracy,log_loss,brier
8.228019445883193,34.00470844569591,35.0,24.999993283574522,9.999999999998447,28.19661209469059,3.5721830706015564e-10,0.5727917218016438,34.99999999999999,9.999999999994017,5.499226142464795e-12,0.016703473885588637,3.474840360164779,4.53040894913862e-13,4.162503713735974e-11,7.859290943834019e-15,5.8647535342615944e-12,4.263737381216651e-14,2.969717247080125,-12.737625906514214,68.75543951261966,0.5876503826186894,0.20091057113911748
