k,home_adv,player_boost,starter_boost,rest_factor,form_weight,travel_factor,sos_factor,playoff_hca_factor,pace_factor,division_factor,mean_reversion,pyth_factor,home_road_factor,mov_base,b2b_penalty,road_trip_factor,homestand_factor,win_streak_factor,altitude_factor,season_phase_factor,scoring_consistency_factor,rest_advantage_cap,park_factor_weight,mov_cap,east_travel_penalty,series_adaptation,interleague_factor,bullpen_factor,opp_pitcher_factor,k_decay,surprise_k,score,accuracy,log_loss,brier
3.2460526920676767,53.25420994730339,2.038266333248231,29.02695017379226,16.724621383551202,3.9543608995031274,2.7736493407733303,7.116723129664685,0.6232594269654594,32.495914176270254,1.455950280802456,14.63443731819867,25.22120708205998,3.1807965166865713,0.3535687119072569,37.87054753858449,1.6259178599752344,2.0386261923865012,2.4080601681473515,5.617827289153546,0.20689701210530753,2.437629327863916,6.443063272305386,2.6672715141440206,19.911282113630506,2.845583055133116,2.6247298821326077,9.91552674120995,6.64605020453657,19.939054139996493,2.8300196317185766,0.40155642900251887,-45.33579850689878,55.908938734516234,0.6917592210605241,0.24894744828300328
