k,home_adv,player_boost,rest_factor,travel_factor,pace_factor,playoff_hca_factor,sos_factor,form_weight,accuracy,log_loss,brier,score
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7991,16.5863,6.923,56.749585406301826,0.680934647378186,0.24395038661706525,-9.530534103077915
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7991,16.5863,7.923,56.782752902155885,0.6809351968245114,0.24395087876967342,-9.52724143516744
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7991,18.0863,5.923,56.782752902155885,0.6809371053081636,0.2439512413437617,-9.52727120600019
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7991,18.0863,6.923,56.749585406301826,0.6809371949152301,0.2439515068432007,-9.530599292419685
3.0,25.3165,14.856,12.6871,0.0647,25.9938,0.7991,18.0863,7.923,56.71641791044776,0.6809377185175146,0.2439519864878517,-9.533939416609407
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7391,15.0863,5.923,56.65008291873963,0.6809530226001828,0.24395921894141218,-9.540984646583986
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7391,15.0863,6.923,56.6832504145937,0.6809531825730114,0.24395951888539844,-9.537681174540657
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7391,15.0863,7.923,56.749585406301826,0.6809537765396383,0.24396003297305663,-9.53107299060919
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7391,16.5863,5.923,56.65008291873963,0.6809554014631307,0.24396025812254635,-9.541045244732937
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7391,16.5863,6.923,56.6832504145937,0.6809555356014697,0.24396054557966657,-9.53774106653905
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7391,16.5863,7.923,56.749585406301826,0.6809561037384806,0.2439610471820882,-9.53113217656119
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7391,18.0863,5.923,56.6832504145937,0.6809579663691295,0.24396138774213222,-9.537794199178956
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7391,18.0863,6.923,56.65008291873963,0.680958074659653,0.2439616626938326,-9.541122813156566
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7391,18.0863,7.923,56.6832504145937,0.6809586169535606,0.24396215179215372,-9.537829965855263
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7691,15.0863,5.923,56.71641791044776,0.6809435219862657,0.24395458353441446,-9.534089726221929
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7691,15.0863,6.923,56.749585406301826,0.6809436825137165,0.24395488394492137,-9.530786277276404
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7691,15.0863,7.923,56.81592039800994,0.6809442770285669,0.24395539849608497,-9.52417811627094
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7691,16.5863,5.923,56.71641791044776,0.6809459012219888,0.24395562280115524,-9.534150330777344
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7691,16.5863,6.923,56.749585406301826,0.6809460359148553,0.24395591072350467,-9.530846175628845
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7691,16.5863,7.923,56.81592039800994,0.6809466045999933,0.24395641278813565,-9.524237308524379
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7691,18.0863,5.923,56.749585406301826,0.6809484664987184,0.24395675250533008,-9.530899291572767
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7691,18.0863,6.923,56.749585406301826,0.6809485753436756,0.24395702792096796,-9.53091117895794
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7691,18.0863,7.923,56.749585406301826,0.6809491181856145,0.24395751748020228,-9.530935104062824
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7991,15.0863,5.923,56.71641791044776,0.6809343768553647,0.2439501242392274,-9.533838193367238
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7991,15.0863,6.923,56.749585406301826,0.6809345379280812,0.24395042510058199,-9.530534766817748
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7991,15.0863,7.923,56.782752902155885,0.6809351329815531,0.2439509400990938,-9.527243377600588
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7991,16.5863,5.923,56.71641791044776,0.6809367564648423,0.24395116359884295,-9.533898804627679
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7991,16.5863,6.923,56.749585406301826,0.6809368917028881,0.24395145197076223,-9.530594671823412
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7991,16.5863,7.923,56.782752902155885,0.6809374609265589,0.24395195448145895,-9.527302576455241
3.0,25.3165,14.856,12.6871,0.0647,27.4938,0.7991,18.0863,5.923,56.749585406301826,0.6809393221132165,0.24395229339474572,-9.530647772065379
