k,home_adv,player_boost,starter_boost,rest_factor,form_weight,travel_factor,sos_factor,playoff_hca_factor,pace_factor,division_factor,mean_reversion,b2b_penalty,road_trip_factor,homestand_factor,win_streak_factor,altitude_factor,season_phase_factor,scoring_consistency_factor,rest_advantage_cap,overtime_factor,score,accuracy,log_loss,brier
3.013245726032686,29.295371480016552,15.431660142827049,4.893527535647595,0.0,6.937364071051016,0.0,12.481255898340283,1.3,30.0,0.0,0.0,29.456842968499345,0.0,0.0,0.0,0.23664997843681176,0.0,0.0,2.1207090791780057,8.0,-15.187081304167599,56.606304493628436,0.6802747788624449,0.24362207683170098
