k,home_adv,player_boost,starter_boost,rest_factor,form_weight,travel_factor,sos_factor,playoff_hca_factor,pace_factor,division_factor,mean_reversion,b2b_penalty,road_trip_factor,homestand_factor,win_streak_factor,altitude_factor,season_phase_factor,scoring_consistency_factor,rest_advantage_cap,overtime_factor,accuracy,log_loss,brier,score
4.0,15.0,0.0,0.0,0.0,10.0,15.0,0.0,0.7,0.0,29.501754263906786,3.591844972727856,23.979042596525375,1.9931568023202413,4.8039967741854035,6.866597303067891,0.18357783453115553,3.575682177754121,1.2388911627450596,0.5588519784847472,2.581626814432742,55.25008280887711,0.6850728006819362,0.24596629105538234,-45.9797486463998
4.0,15.0,0.0,0.0,0.0,10.0,15.0,0.0,0.7,15.0,29.501754263906786,3.591844972727856,23.979042596525375,1.9931568023202413,4.8039967741854035,6.866597303067891,0.18357783453115553,3.575682177754121,1.2388911627450596,0.5588519784847472,2.581626814432742,55.448824113945015,0.6850910008226526,0.24597453037849248,-45.78104853794745
4.0,15.0,0.0,0.0,0.0,10.0,15.0,0.0,1.0,0.0,29.501754263906786,3.591844972727856,23.979042596525375,1.9931568023202413,4.8039967741854035,6.866597303067891,0.18357783453115553,3.575682177754121,1.2388911627450596,0.5588519784847472,2.581626814432742,55.25008280887711,0.685002538365984,0.24593165122129568,-45.979575447229365
4.0,15.0,0.0,0.0,0.0,10.0,15.0,0.0,1.0,15.0,29.501754263906786,3.591844972727856,23.979042596525375,1.9931568023202413,4.8039967741854035,6.866597303067891,0.18357783453115553,3.575682177754121,1.2388911627450596,0.5588519784847472,2.581626814432742,55.34945346141106,0.6850207723029971,0.24593989140042039,-45.88024599559104
4.0,15.0,0.0,0.0,0.0,10.0,15.0,10.0,0.4,0.0,29.501754263906786,3.591844972727856,23.979042596525375,1.9931568023202413,4.8039967741854035,6.866597303067891,0.18357783453115553,3.575682177754121,1.2388911627450596,0.5588519784847472,2.581626814432742,55.21695925803246,0.6851453556048314,0.2460019726659484,-46.01305060529728
4.0,15.0,0.0,0.0,0.0,10.0,15.0,10.0,0.4,15.0,29.501754263906786,3.591844972727856,23.979042596525375,1.9931568023202413,4.8039967741854035,6.866597303067891,0.18357783453115553,3.575682177754121,1.2388911627450596,0.5588519784847472,2.581626814432742,55.448824113945015,0.6851625603652766,0.24600975888114598,-45.78122468046072
4.0,15.0,0.0,0.0,0.0,10.0,15.0,10.0,0.7,0.0,29.501754263906786,3.591844972727856,23.979042596525375,1.9931568023202413,4.8039967741854035,6.866597303067891,0.18357783453115553,3.575682177754121,1.2388911627450596,0.5588519784847472,2.581626814432742,55.11758860549851,0.6850624867449023,0.24596098637283215,-46.11221632636565
4.0,15.0,0.0,0.0,0.0,10.0,15.0,10.0,0.7,15.0,29.501754263906786,3.591844972727856,23.979042596525375,1.9931568023202413,4.8039967741854035,6.866597303067891,0.18357783453115553,3.575682177754121,1.2388911627450596,0.5588519784847472,2.581626814432742,55.448824113945015,0.6850797267593111,0.24596877560932914,-45.78101976410163
4.0,15.0,0.0,0.0,0.0,10.0,15.0,10.0,1.0,0.0,29.501754263906786,3.591844972727856,23.979042596525375,1.9931568023202413,4.8039967741854035,6.866597303067891,0.18357783453115553,3.575682177754121,1.2388911627450596,0.5588519784847472,2.581626814432742,55.11758860549851,0.6849921528869982,0.24592630919166114,-46.112042940459794
4.0,15.0,0.0,0.0,0.0,10.0,15.0,10.0,1.0,15.0,29.501754263906786,3.591844972727856,23.979042596525375,1.9931568023202413,4.8039967741854035,6.866597303067891,0.18357783453115553,3.575682177754121,1.2388911627450596,0.5588519784847472,2.581626814432742,55.34945346141106,0.685009426889067,0.24593409979056846,-45.88021703754178
