k,home_adv,player_boost,rest_factor,travel_factor,pace_factor,playoff_hca_factor,sos_factor,form_weight,accuracy,log_loss,brier,score
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5078,0.0,11.3232,67.36842105263158,0.6324492578621993,0.21944572522561856,-7.10058096665918
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5078,0.0,12.3232,67.36842105263158,0.632380611867488,0.2194108295903519,-7.098635973290822
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5078,0.0,13.3232,67.36842105263158,0.6323127846813571,0.2193762641291901,-7.096710737355302
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5078,0.0714,11.3232,67.36842105263158,0.632466530433009,0.21945297922803603,-7.1010093073223555
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5078,0.0714,12.3232,67.36842105263158,0.6323978628023,0.21941807203842384,-7.099063678692197
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5078,0.0714,13.3232,67.36842105263158,0.6323300139941669,0.21938349503033341,-7.097137807903515
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5078,1.5714,11.3232,67.36842105263158,0.6328319690201184,0.21960640283793104,-7.11006976041503
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5078,1.5714,12.3232,67.36842105263158,0.6327628456665729,0.21957125210881925,-7.108110744422195
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5078,1.5714,13.3232,67.36842105263158,0.6326945414271777,0.2195364317134498,-7.106171494692255
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5378,0.0,11.3232,67.36842105263158,0.6324361248791376,0.219439646338696,-7.100232747317783
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5378,0.0,12.3232,67.36842105263158,0.6323674884635307,0.21940475444283142,-7.0982879801583465
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5378,0.0,13.3232,67.36842105263158,0.6322996708284021,0.2193701926962724,-7.096362969214955
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5378,0.0714,11.3232,67.36842105263158,0.6324533961809081,0.21944689943999793,-7.100661041784026
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5378,0.0714,12.3232,67.36842105263158,0.6323847381304772,0.21941199599089176,-7.09871563941633
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5378,0.0714,13.3232,67.36842105263158,0.6323168988745212,0.21937742269850988,-7.096789993673408
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5378,1.5714,11.3232,67.36842105263158,0.632818808050548,0.2196003041259615,-7.109720524179686
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5378,1.5714,12.3232,67.36842105263158,0.6327496943019221,0.21956515716048655,-7.107761735571682
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5378,1.5714,13.3232,67.36842105263158,0.6326813996393752,0.2195303405039984,-7.105822712011779
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5678,0.0,11.3232,67.36842105263158,0.6324230340300707,0.2194335839163511,-7.0998855236314515
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5678,0.0,12.3232,67.36842105263158,0.6323544071774425,0.21939869574793935,-7.097940982073956
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5678,0.0,13.3232,67.36842105263158,0.6322865990771732,0.21936413770401797,-7.096016195514949
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5678,0.0714,11.3232,67.36842105263158,0.6324403040631869,0.21944083611643642,-7.1003137718997955
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5678,0.0714,12.3232,67.36842105263158,0.6323716555769094,0.21940593639588904,-7.098368595187679
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5678,0.0714,13.3232,67.36842105263158,0.632303825856989,0.21937136680725275,-7.096443173882864
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5678,1.5714,11.3232,67.36842105263158,0.6328056892232257,0.21959422187593164,-7.109372283559914
19.9489,8.5176,37.5174,0.0,1.2563,0.5659,0.5678,1.5714,12.3232,67.36842105263158,0.6327365850634199,0.21955907866219102,-7.107413721731842
