k,home_adv,player_boost,rest_factor,form_weight,travel_factor,sos_factor,playoff_hca_factor,pace_factor,bye_week_factor,division_factor,mean_reversion,b2b_penalty,road_trip_factor,homestand_factor,win_streak_factor,altitude_factor,season_phase_factor,scoring_consistency_factor,rest_advantage_cap,score,accuracy,log_loss,brier
28.36371364426553,25.54889199724615,24.61472900026419,6.847674076330755,20.0,0.0,0.0,1.1,0.0,0.0,31.334854831523145,0.0,5.496385628244813,0.0,20.0,20.0,0.6583751657555917,20.0,0.0,3.5640493599397916,-13.499062351219631,65.6140350877193,0.6181358136324699,0.2138493960539968
